"age","job","marital","education","default","balance","housing","loan","contact","month","duration","campaign","pdays","previous","poutcome","y"
42,"admin.","divorced","secondary","no",936,"no","no","cellular","jan",931,1,-1,0,"unknown","yes"
45,"technician","married","secondary","no",1415,"yes","no","cellular","nov",483,1,116,1,"failure","no"
34,"unemployed","single","secondary","no",0,"no","no","cellular","nov",63,2,-1,0,"unknown","no"
27,"admin.","single","secondary","no",3638,"no","no","cellular","jul",271,5,-1,0,"unknown","no"
30,"blue-collar","married","secondary","no",-99,"yes","no","cellular","may",144,5,-1,0,"unknown","no"
32,"technician","married","secondary","no",167,"yes","yes","cellular","aug",79,3,-1,0,"unknown","no"
46,"housemaid","married","primary","no",19,"yes","no","telephone","jul",171,1,-1,0,"unknown","no"
29,"self-employed","married","tertiary","no",242,"yes","no","cellular","jul",73,4,-1,0,"unknown","no"
53,"unknown","married","unknown","no",13,"no","no","telephone","jan",69,1,-1,0,"unknown","no"
32,"technician","married","secondary","no",286,"no","no","cellular","apr",60,1,343,4,"failure","no"
49,"unemployed","married","secondary","no",769,"yes","no","unknown","may",257,1,-1,0,"unknown","no"
35,"management","married","tertiary","no",93,"no","no","cellular","may",198,2,88,1,"other","no"
38,"blue-collar","married","secondary","no",1663,"yes","no","cellular","apr",217,3,327,1,"failure","no"
39,"entrepreneur","married","primary","no",238,"yes","yes","cellular","nov",134,1,-1,0,"unknown","no"
34,"technician","single","secondary","no",2178,"yes","no","cellular","may",41,1,-1,0,"unknown","no"
42,"blue-collar","married","primary","no",792,"yes","yes","cellular","nov",611,2,175,12,"other","no"
35,"blue-collar","single","unknown","no",871,"yes","no","unknown","jun",216,3,-1,0,"unknown","no"
60,"admin.","married","secondary","no",1025,"no","no","cellular","aug",388,8,-1,0,"unknown","no"
57,"technician","divorced","secondary","no",63,"yes","no","unknown","may",242,1,-1,0,"unknown","no"
31,"blue-collar","single","secondary","no",16,"no","no","cellular","jul",387,1,-1,0,"unknown","no"
29,"management","single","secondary","no",417,"no","no","cellular","oct",90,1,-1,0,"unknown","no"
41,"services","married","secondary","no",3992,"yes","no","telephone","nov",281,2,-1,0,"unknown","no"
46,"blue-collar","married","primary","no",2749,"yes","no","cellular","nov",332,1,-1,0,"unknown","no"
33,"technician","married","secondary","no",133,"no","no","cellular","may",218,1,-1,0,"unknown","yes"
32,"blue-collar","single","secondary","no",1721,"yes","no","unknown","may",650,2,-1,0,"unknown","no"
54,"management","divorced","tertiary","no",2171,"yes","yes","telephone","nov",1034,1,-1,0,"unknown","yes"
37,"services","married","secondary","no",4760,"yes","no","cellular","may",182,2,169,2,"failure","no"
32,"technician","single","secondary","no",2979,"no","no","cellular","may",156,1,-1,0,"unknown","no"
43,"management","married","tertiary","no",690,"yes","no","cellular","aug",171,3,-1,0,"unknown","no"
50,"blue-collar","divorced","secondary","no",203,"yes","no","telephone","nov",265,1,127,4,"other","no"
34,"blue-collar","married","secondary","no",322,"yes","no","cellular","apr",10,3,-1,0,"unknown","no"
31,"admin.","divorced","secondary","no",1210,"no","no","cellular","jul",350,1,-1,0,"unknown","no"
43,"self-employed","married","secondary","no",634,"yes","no","cellular","nov",65,1,131,1,"failure","no"
49,"entrepreneur","married","secondary","no",273,"no","no","cellular","jul",58,1,-1,0,"unknown","no"
22,"student","single","unknown","no",47,"no","no","cellular","jul",69,3,-1,0,"unknown","no"
35,"management","married","tertiary","no",1100,"no","yes","cellular","jan",127,2,-1,0,"unknown","no"
56,"admin.","married","secondary","no",0,"yes","no","telephone","nov",154,2,-1,0,"unknown","no"
53,"blue-collar","married","secondary","no",0,"no","no","telephone","jul",36,4,-1,0,"unknown","no"
54,"entrepreneur","married","tertiary","no",1544,"no","yes","cellular","feb",85,7,196,3,"failure","no"
32,"services","single","unknown","no",6145,"yes","no","cellular","may",362,1,287,13,"failure","no"
41,"self-employed","married","secondary","no",28,"yes","no","cellular","may",49,1,-1,0,"unknown","no"
40,"blue-collar","married","secondary","no",1012,"yes","no","cellular","may",410,1,-1,0,"unknown","no"
33,"blue-collar","married","primary","no",245,"yes","yes","cellular","may",253,3,-1,0,"unknown","no"
33,"management","single","tertiary","no",1998,"no","no","cellular","nov",570,1,-1,0,"unknown","no"
34,"blue-collar","married","secondary","no",3990,"yes","no","cellular","jul",633,7,-1,0,"unknown","no"
36,"services","married","secondary","no",1328,"yes","no","unknown","jun",82,4,-1,0,"unknown","no"
34,"entrepreneur","married","tertiary","no",412,"yes","yes","cellular","jul",164,1,-1,0,"unknown","no"
55,"management","married","primary","no",229,"no","yes","unknown","jun",175,3,-1,0,"unknown","no"
28,"student","single","tertiary","no",1562,"no","no","cellular","feb",659,4,-1,0,"unknown","yes"
29,"admin.","single","secondary","no",3432,"yes","no","cellular","apr",139,2,-1,0,"unknown","no"
31,"admin.","single","secondary","no",144,"yes","no","unknown","jul",43,11,-1,0,"unknown","no"
52,"management","married","tertiary","no",1339,"yes","no","cellular","aug",343,5,-1,0,"unknown","no"
54,"services","married","unknown","no",386,"no","yes","cellular","nov",74,1,152,1,"success","no"
43,"blue-collar","married","primary","no",7727,"yes","no","unknown","may",302,8,-1,0,"unknown","no"
55,"entrepreneur","married","secondary","no",204,"no","no","cellular","jul",455,13,-1,0,"unknown","no"
28,"blue-collar","divorced","unknown","no",101,"yes","no","unknown","may",126,4,-1,0,"unknown","no"
45,"unemployed","divorced","secondary","no",728,"yes","yes","cellular","nov",107,1,-1,0,"unknown","no"
45,"entrepreneur","married","primary","no",2418,"yes","no","unknown","may",120,1,-1,0,"unknown","no"
51,"management","married","tertiary","no",2934,"yes","no","cellular","nov",727,4,-1,0,"unknown","no"
42,"technician","single","secondary","no",0,"yes","no","unknown","may",275,4,-1,0,"unknown","no"
43,"unknown","single","unknown","no",181,"no","no","telephone","jan",41,1,-1,0,"unknown","no"
34,"management","married","tertiary","no",176,"no","no","cellular","aug",61,4,-1,0,"unknown","no"
36,"blue-collar","married","primary","no",49,"yes","no","cellular","may",232,2,365,5,"other","no"
37,"blue-collar","married","secondary","no",2023,"yes","no","cellular","jul",214,1,-1,0,"unknown","no"
50,"blue-collar","married","secondary","no",372,"yes","no","telephone","may",21,1,-1,0,"unknown","no"
42,"management","divorced","unknown","no",7702,"no","no","cellular","feb",138,2,-1,0,"unknown","yes"
34,"blue-collar","single","primary","no",464,"yes","no","cellular","may",173,1,299,2,"other","no"
48,"management","married","secondary","no",117,"yes","no","cellular","apr",635,1,-1,0,"unknown","no"
47,"admin.","married","secondary","no",104,"yes","yes","cellular","jul",77,2,-1,0,"unknown","no"
40,"management","married","tertiary","no",1041,"yes","no","unknown","jun",73,1,-1,0,"unknown","no"
37,"management","married","tertiary","no",539,"no","no","cellular","jan",540,2,115,3,"failure","no"
38,"blue-collar","married","primary","no",0,"yes","no","unknown","jun",179,2,-1,0,"unknown","no"
29,"technician","single","tertiary","no",406,"yes","no","cellular","jul",119,1,-1,0,"unknown","no"
46,"blue-collar","married","primary","no",2558,"yes","no","telephone","nov",107,1,167,1,"other","no"
26,"blue-collar","married","secondary","no",484,"yes","no","unknown","may",48,2,-1,0,"unknown","no"
30,"services","single","tertiary","no",3516,"yes","no","unknown","may",447,4,-1,0,"unknown","no"
42,"blue-collar","married","secondary","no",5639,"yes","no","cellular","jul",430,2,-1,0,"unknown","no"
42,"management","single","tertiary","no",100,"no","no","cellular","aug",64,2,-1,0,"unknown","no"
31,"admin.","single","secondary","no",1306,"yes","no","unknown","may",217,5,-1,0,"unknown","no"
37,"management","single","tertiary","no",815,"yes","no","cellular","may",77,1,-1,0,"unknown","no"
26,"blue-collar","married","secondary","no",245,"yes","no","unknown","may",16,11,-1,0,"unknown","no"
54,"blue-collar","married","unknown","no",191,"no","no","cellular","aug",753,2,-1,0,"unknown","no"
70,"retired","married","secondary","no",2815,"no","no","cellular","apr",125,2,182,1,"failure","no"
29,"self-employed","single","secondary","no",3672,"yes","yes","unknown","may",1210,1,-1,0,"unknown","no"
50,"services","married","secondary","no",1572,"yes","no","cellular","jul",185,1,-1,0,"unknown","no"
60,"unemployed","divorced","secondary","no",385,"yes","no","cellular","feb",80,1,-1,0,"unknown","no"
32,"technician","single","secondary","no",29,"no","no","cellular","aug",156,2,-1,0,"unknown","no"
32,"technician","married","secondary","no",84,"no","yes","cellular","jul",403,3,-1,0,"unknown","no"
34,"self-employed","single","tertiary","no",876,"yes","no","cellular","nov",145,2,-1,0,"unknown","no"
48,"services","single","primary","no",1499,"yes","no","cellular","may",17,7,-1,0,"unknown","no"
25,"student","married","tertiary","no",0,"yes","no","cellular","jul",160,1,-1,0,"unknown","no"
32,"management","married","secondary","no",6217,"yes","yes","cellular","nov",486,2,181,2,"failure","no"
32,"blue-collar","married","primary","no",329,"yes","no","cellular","feb",321,1,-1,0,"unknown","no"
47,"admin.","divorced","secondary","no",162,"yes","no","unknown","may",203,4,-1,0,"unknown","no"
32,"technician","married","unknown","no",14533,"no","no","cellular","dec",646,3,198,2,"success","no"
49,"management","single","tertiary","no",151,"yes","no","cellular","jul",97,3,-1,0,"unknown","yes"
53,"services","married","secondary","no",-2,"yes","yes","cellular","apr",144,2,-1,0,"unknown","no"
41,"blue-collar","single","unknown","no",4684,"no","no","unknown","jun",30,6,-1,0,"unknown","no"
47,"management","divorced","tertiary","no",1149,"no","yes","cellular","jul",82,2,-1,0,"unknown","no"
35,"blue-collar","married","primary","no",11,"yes","no","unknown","may",326,4,-1,0,"unknown","no"
33,"management","single","secondary","no",8004,"no","no","cellular","nov",414,3,-1,0,"unknown","no"
49,"blue-collar","married","primary","no",1019,"yes","no","cellular","apr",285,5,-1,0,"unknown","no"
46,"management","divorced","tertiary","no",1297,"no","no","cellular","aug",716,3,-1,0,"unknown","yes"
29,"management","divorced","tertiary","no",415,"yes","yes","unknown","may",449,4,-1,0,"unknown","no"
58,"self-employed","married","primary","no",671,"yes","no","unknown","jun",16,3,-1,0,"unknown","no"
40,"admin.","single","secondary","no",2378,"yes","no","unknown","jun",65,1,-1,0,"unknown","no"
34,"management","married","tertiary","no",417,"yes","no","cellular","nov",138,1,-1,0,"unknown","no"
60,"retired","married","primary","no",71,"no","no","cellular","jul",121,3,-1,0,"unknown","no"
43,"management","married","tertiary","no",1188,"no","no","cellular","may",140,2,-1,0,"unknown","no"
50,"blue-collar","married","primary","no",8139,"yes","no","cellular","aug",256,6,-1,0,"unknown","no"
33,"blue-collar","married","secondary","no",249,"yes","no","cellular","jul",61,4,-1,0,"unknown","no"
37,"blue-collar","married","primary","no",689,"yes","no","cellular","jul",367,2,-1,0,"unknown","no"
55,"self-employed","married","secondary","no",203,"yes","no","telephone","may",9,5,174,12,"other","no"
45,"blue-collar","single","primary","yes",-183,"no","yes","cellular","jul",395,4,-1,0,"unknown","no"
47,"blue-collar","married","primary","no",3451,"no","yes","cellular","nov",125,2,-1,0,"unknown","no"
58,"technician","married","secondary","no",116,"no","no","unknown","jun",580,3,-1,0,"unknown","no"
36,"services","married","secondary","no",1746,"yes","no","cellular","apr",15,1,316,1,"failure","no"
55,"technician","married","secondary","no",0,"yes","no","unknown","may",119,2,-1,0,"unknown","no"
31,"blue-collar","married","secondary","no",897,"yes","no","unknown","may",26,2,-1,0,"unknown","no"
38,"technician","married","secondary","no",821,"yes","yes","cellular","nov",224,2,180,1,"failure","no"
42,"blue-collar","married","secondary","no",130,"yes","no","unknown","may",285,1,-1,0,"unknown","no"
32,"management","divorced","tertiary","no",1,"yes","no","unknown","may",399,4,-1,0,"unknown","no"
39,"blue-collar","married","secondary","no",8,"no","no","cellular","jul",88,3,-1,0,"unknown","no"
41,"technician","married","secondary","no",55,"yes","no","cellular","aug",185,4,-1,0,"unknown","no"
59,"blue-collar","married","primary","no",699,"no","no","cellular","jan",98,1,154,6,"failure","no"
42,"unemployed","divorced","secondary","no",759,"no","no","cellular","jan",97,1,169,3,"failure","no"
33,"blue-collar","married","secondary","no",687,"yes","no","cellular","may",72,2,370,1,"failure","no"
53,"retired","married","secondary","no",4968,"no","no","cellular","may",109,1,87,2,"failure","no"
43,"blue-collar","married","primary","no",1211,"yes","no","unknown","may",208,3,-1,0,"unknown","no"
39,"self-employed","single","tertiary","no",426,"no","no","unknown","jun",1029,1,-1,0,"unknown","yes"
27,"entrepreneur","single","secondary","no",376,"yes","yes","cellular","may",273,1,-1,0,"unknown","no"
39,"management","married","tertiary","no",12,"yes","no","unknown","may",130,1,-1,0,"unknown","no"
27,"blue-collar","single","secondary","no",23,"no","no","cellular","feb",590,2,-1,0,"unknown","no"
33,"admin.","married","secondary","no",353,"yes","no","cellular","nov",107,2,-1,0,"unknown","no"
29,"services","divorced","secondary","no",330,"yes","no","unknown","may",88,2,-1,0,"unknown","no"
33,"management","divorced","tertiary","no",0,"no","no","cellular","aug",305,2,-1,0,"unknown","no"
41,"entrepreneur","married","secondary","no",353,"no","no","cellular","nov",90,2,-1,0,"unknown","no"
38,"technician","single","tertiary","no",2273,"yes","no","cellular","apr",222,1,-1,0,"unknown","no"
30,"management","married","tertiary","no",0,"yes","no","cellular","jul",127,1,-1,0,"unknown","no"
58,"unemployed","married","tertiary","no",744,"no","no","telephone","jan",38,1,-1,0,"unknown","no"
37,"services","single","secondary","no",608,"no","no","cellular","may",380,3,-1,0,"unknown","no"
36,"admin.","divorced","secondary","no",356,"yes","no","cellular","apr",244,3,313,1,"failure","no"
45,"blue-collar","married","primary","no",1291,"yes","no","cellular","aug",189,17,-1,0,"unknown","no"
23,"technician","single","secondary","no",-306,"yes","no","unknown","jun",217,2,-1,0,"unknown","no"
53,"blue-collar","married","primary","no",306,"no","no","cellular","jul",388,3,181,1,"success","yes"
44,"blue-collar","married","primary","no",-312,"yes","no","unknown","jun",22,3,-1,0,"unknown","no"
32,"technician","single","secondary","no",493,"no","no","cellular","aug",289,2,-1,0,"unknown","no"
32,"management","married","tertiary","no",71,"yes","no","cellular","jul",221,8,-1,0,"unknown","no"
38,"admin.","married","tertiary","no",669,"yes","yes","cellular","jul",129,2,-1,0,"unknown","no"
47,"blue-collar","married","primary","no",556,"yes","no","cellular","feb",147,2,264,4,"other","no"
34,"services","single","secondary","no",84,"yes","no","unknown","may",299,1,-1,0,"unknown","no"
52,"services","married","secondary","no",108,"yes","no","unknown","may",543,12,-1,0,"unknown","no"
45,"admin.","single","secondary","no",-11,"yes","no","cellular","may",247,1,-1,0,"unknown","no"
50,"blue-collar","married","primary","no",1164,"yes","no","unknown","may",166,2,-1,0,"unknown","no"
52,"blue-collar","divorced","primary","no",-191,"yes","no","unknown","may",755,1,-1,0,"unknown","yes"
37,"blue-collar","married","secondary","no",132,"no","no","unknown","may",336,2,-1,0,"unknown","no"
